SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),month,day,hour,PM10_lag1
0.004,1.0,0.004,0.059,92.0,72.0,1.9,0.0,1.9,70,2,13,6,77.0
0.004,1.0,0.005,0.061,93.0,71.0,1.5,0.0,1.3,71,2,13,7,77.0
0.004,1.0,0.009,0.05,94.0,79.0,1.0,0.0,2.0,72,2,13,8,79.0
0.004,1.0,0.021,0.044,98.0,75.0,2.1,0.0,1.3,73,2,13,9,79.0
0.006,0.8,0.033,0.033,95.0,76.0,5.3,0.0,1.1,61,2,13,10,83.0
0.005,0.8,0.044,0.034,89.0,64.0,8.3,0.0,1.4,50,2,13,11,82.0
0.005,0.8,0.043,0.033,94.0,71.0,11.0,0.0,1.0,43,2,13,12,90.0
0.005,0.6,0.054,0.028,74.0,50.0,12.8,0.0,0.9,34,2,13,13,73.0
0.005,0.6,0.05,0.03,68.0,43.0,14.9,0.0,1.4,27,2,13,14,78.0
0.006,0.7,0.05,0.036,71.0,49.0,15.0,0.0,2.7,26,2,13,15,76.0
0.005,0.7,0.046,0.035,94.0,66.0,14.1,0.0,3.5,31,2,13,16,78.0
0.004,0.7,0.052,0.035,97.0,73.0,13.3,0.0,3.0,34,2,13,17,78.0
0.006,0.7,0.044,0.036,96.0,73.0,12.1,0.0,1.8,34,2,13,18,91.0
0.004,0.7,0.048,0.03,84.0,58.0,10.6,0.0,2.3,37,2,13,19,98.0
0.004,0.8,0.037,0.039,85.0,56.0,9.5,0.0,2.0,40,2,13,20,113.0
0.004,0.9,0.015,0.06,82.0,59.0,8.4,0.0,1.1,45,2,13,21,109.0
0.004,1.1,0.005,0.069,86.0,64.0,7.7,0.0,0.7,47,2,13,22,106.0
0.003,1.2,0.0,0.072,82.0,57.0,6.9,0.0,0.3,49,2,13,23,94.0
0.004,1.4,0.001,0.073,80.0,60.0,7.0,0.0,0.4,49,2,14,0,89.0
0.004,1.3,0.0,0.074,71.0,51.0,6.7,0.0,0.4,48,2,14,1,83.0
0.004,1.2,0.0,0.071,74.0,50.0,6.6,0.0,0.7,49,2,14,2,83.0
0.005,0.9,0.003,0.066,69.0,51.0,6.7,0.0,1.7,50,2,14,3,77.0
0.006,1.1,0.011,0.063,72.0,52.0,6.6,0.0,0.8,50,2,14,4,81.0
0.005,0.9,0.01,0.058,72.0,53.0,6.6,0.0,1.2,51,2,14,5,83.0
0.004,1.0,0.01,0.061,75.0,57.0,6.7,0.0,1.0,51,2,14,6,92.0
0.005,0.9,0.013,0.057,68.0,52.0,6.5,0.0,1.8,52,2,14,7,93.0
0.005,1.0,0.013,0.058,72.0,53.0,6.5,0.0,1.0,53,2,14,8,94.0
0.005,0.8,0.016,0.045,68.0,51.0,7.7,0.0,1.8,51,2,14,9,98.0
0.005,0.8,0.027,0.039,72.0,51.0,9.4,0.0,2.1,47,2,14,10,95.0
0.004,0.7,0.036,0.035,80.0,49.0,11.6,0.0,1.6,40,2,14,11,89.0
0.005,0.8,0.032,0.037,78.0,52.0,13.0,0.0,1.7,36,2,14,12,94.0
0.005,0.8,0.032,0.043,77.0,56.0,13.7,0.0,1.8,34,2,14,13,74.0
0.006,0.7,0.044,0.039,97.0,70.0,13.6,0.0,2.3,32,2,14,14,68.0
0.007,0.7,0.052,0.031,88.0,61.0,13.4,0.0,1.5,34,2,14,15,71.0
0.006,0.7,0.053,0.031,88.0,66.0,13.4,0.0,1.8,33,2,14,16,94.0
0.006,0.8,0.039,0.045,95.0,69.0,12.7,0.0,2.0,39,2,14,17,97.0
0.006,0.9,0.033,0.049,113.0,92.0,11.4,0.0,2.6,45,2,14,18,96.0
0.006,0.9,0.029,0.052,118.0,91.0,10.3,0.0,2.1,48,2,14,19,84.0
0.007,1.1,0.015,0.071,119.0,95.0,9.6,0.0,1.5,51,2,14,20,85.0
0.006,1.1,0.002,0.078,114.0,92.0,8.6,0.0,0.4,54,2,14,21,82.0
0.006,1.1,0.005,0.076,113.0,93.0,7.6,0.0,1.5,56,2,14,22,86.0
0.007,1.1,0.002,0.08,114.0,92.0,8.5,0.0,2.3,57,2,14,23,82.0
0.006,1.0,0.007,0.071,125.0,102.0,8.2,0.0,3.3,60,2,15,0,80.0
0.007,0.9,0.013,0.061,128.0,102.0,7.7,0.0,2.4,60,2,15,1,71.0
0.006,0.9,0.011,0.057,127.0,102.0,7.4,0.0,2.1,59,2,15,2,74.0
0.005,0.8,0.021,0.041,122.0,93.0,7.0,0.0,2.4,64,2,15,3,69.0
0.004,0.7,0.033,0.019,113.0,86.0,6.3,0.0,2.3,73,2,15,4,72.0
0.003,0.7,0.029,0.02,93.0,67.0,5.3,0.0,1.7,87,2,15,5,72.0
0.003,0.7,0.025,0.035,88.0,61.0,5.3,1.2,2.1,89,2,15,6,75.0
0.004,0.6,0.013,0.032,65.0,46.0,5.3,0.0,2.6,91,2,15,7,68.0
0.003,0.7,0.007,0.026,34.0,23.0,4.9,0.0,3.0,94,2,15,8,72.0
0.004,0.8,0.011,0.025,37.0,28.0,3.4,0.2,4.0,91,2,15,9,68.0
0.002,0.7,0.013,0.021,38.0,29.0,2.2,0.0,4.0,89,2,15,10,72.0
0.004,0.5,0.027,0.018,35.0,26.0,1.2,0.0,4.2,83,2,15,11,80.0
0.004,0.5,0.03,0.016,34.0,24.0,1.8,0.0,5.0,69,2,15,12,78.0
0.004,0.4,0.035,0.015,33.0,20.0,2.3,0.0,5.6,62,2,15,13,77.0
0.004,0.4,0.035,0.015,31.0,15.0,2.0,0.0,5.5,56,2,15,14,97.0
0.004,0.4,0.036,0.014,30.0,11.0,1.8,0.0,5.5,47,2,15,15,88.0
0.003,0.4,0.035,0.014,28.0,9.0,2.1,0.0,4.5,38,2,15,16,88.0
0.003,0.4,0.035,0.016,25.0,9.0,0.9,0.0,6.2,36,2,15,17,95.0
0.003,0.4,0.032,0.016,29.0,11.0,-1.0,0.0,4.6,46,2,15,18,113.0
0.003,0.4,0.032,0.015,31.0,12.0,-2.5,0.0,5.1,51,2,15,19,118.0
0.003,0.4,0.029,0.014,29.0,12.0,-3.4,0.0,6.0,55,2,15,20,119.0
0.004,0.4,0.031,0.013,25.0,14.0,-3.9,0.0,4.0,57,2,15,21,114.0
0.004,0.4,0.031,0.011,24.0,13.0,-4.5,0.0,3.6,57,2,15,22,113.0
0.003,0.4,0.032,0.01,21.0,13.0,-4.9,0.0,3.4,57,2,15,23,114.0
0.002,0.4,0.035,0.01,21.0,14.0,-5.2,0.0,3.2,58,2,16,0,125.0
0.002,0.4,0.034,0.009,20.0,13.0,-5.3,0.0,3.4,59,2,16,1,128.0
0.003,0.4,0.02,0.022,21.0,12.0,-5.4,0.0,3.3,61,2,16,2,127.0
0.003,0.4,0.024,0.018,22.0,14.0,-5.7,0.0,3.0,62,2,16,3,122.0
0.003,0.4,0.031,0.012,22.0,15.0,-6.0,0.0,1.5,60,2,16,4,113.0
0.003,0.5,0.028,0.013,21.0,14.0,-6.4,0.0,1.5,62,2,16,5,93.0
0.002,0.4,0.024,0.019,19.0,15.0,-6.5,0.0,1.4,63,2,16,6,88.0
0.002,0.5,0.011,0.029,23.0,15.0,-5.9,0.0,2.5,62,2,16,7,65.0
0.003,0.5,0.018,0.027,25.0,14.0,-5.7,0.0,2.6,64,2,16,8,34.0
0.003,0.4,0.021,0.023,27.0,15.0,-5.2,0.0,3.7,59,2,16,9,37.0
0.003,0.4,0.024,0.022,29.0,14.0,-5.3,0.0,1.7,73,2,16,10,38.0
0.003,0.4,0.024,0.022,29.0,14.0,-5.2,0.0,2.7,79,2,16,11,35.0
0.003,0.4,0.024,0.022,29.0,14.0,-5.0,0.8,2.7,81,2,16,12,34.0
0.003,0.5,0.024,0.023,26.0,13.0,-4.7,0.0,2.3,83,2,16,13,33.0
0.004,0.4,0.027,0.021,25.0,17.0,-4.3,0.0,2.7,79,2,16,14,31.0
0.003,0.4,0.03,0.02,23.0,16.0,-3.2,0.7,2.5,62,2,16,15,30.0
0.004,0.5,0.031,0.019,24.0,17.0,-2.0,0.0,3.6,59,2,16,16,28.0
0.003,0.4,0.034,0.015,19.0,11.0,-1.5,0.0,3.1,45,2,16,17,25.0
0.004,0.4,0.034,0.014,16.0,9.0,-2.9,0.0,3.1,38,2,16,18,29.0
0.003,0.4,0.032,0.016,27.0,14.0,-4.1,0.0,4.0,40,2,16,19,31.0
0.004,0.4,0.035,0.012,24.0,13.0,-4.9,0.0,4.6,43,2,16,20,29.0
0.003,0.4,0.034,0.013,22.0,13.0,-5.7,0.0,5.0,49,2,16,21,25.0
0.005,0.4,0.035,0.01,24.0,15.0,-6.0,0.0,3.6,50,2,16,22,24.0
0.003,0.4,0.035,0.009,36.0,15.0,-6.3,0.0,5.6,47,2,16,23,21.0
0.003,0.4,0.035,0.008,42.0,14.0,-7.0,0.0,6.0,49,2,17,0,21.0
0.002,0.3,0.033,0.007,37.0,10.0,-7.7,0.0,5.5,47,2,17,1,20.0
0.003,0.3,0.031,0.009,40.0,13.0,-8.1,0.0,4.6,47,2,17,2,21.0
0.003,0.4,0.029,0.011,39.0,11.0,-8.6,0.0,4.6,45,2,17,3,22.0
0.004,0.4,0.03,0.009,40.0,10.0,-9.3,0.0,4.1,45,2,17,4,22.0
0.003,0.4,0.029,0.01,41.0,12.0,-9.8,0.0,4.6,45,2,17,5,21.0
0.004,0.4,0.028,0.011,45.0,8.0,-10.1,0.0,5.8,45,2,17,6,19.0
0.003,0.4,0.024,0.015,49.0,10.0,-10.2,0.0,3.7,47,2,17,7,23.0
0.003,0.4,0.024,0.014,55.0,10.0,-10.3,0.0,4.8,47,2,17,8,25.0
0.003,0.4,0.027,0.012,52.0,11.0,-9.9,0.0,5.8,44,2,17,9,27.0
0.003,0.4,0.028,0.012,54.0,15.0,-8.9,0.0,4.9,43,2,17,10,29.0
0.003,0.4,0.029,0.011,55.0,11.0,-8.4,0.0,5.9,43,2,17,11,29.0
0.003,0.4,0.031,0.01,63.0,16.0,-7.5,0.0,4.3,41,2,17,12,29.0
0.003,0.4,0.032,0.009,59.0,12.0,-6.4,0.0,5.4,39,2,17,13,26.0
0.002,0.4,0.032,0.011,56.0,11.0,-5.8,0.0,5.4,35,2,17,14,25.0
0.005,0.4,0.031,0.011,43.0,10.0,-5.5,0.0,5.7,34,2,17,15,23.0
0.003,0.4,0.031,0.011,43.0,11.0,-5.4,0.0,5.0,35,2,17,16,24.0
0.003,0.4,0.03,0.012,34.0,13.0,-5.9,0.0,5.8,35,2,17,17,19.0
0.003,0.4,0.027,0.013,31.0,16.0,-6.8,0.0,4.9,44,2,17,18,16.0
0.003,0.5,0.027,0.014,32.0,14.0,-8.2,0.0,5.7,51,2,17,19,27.0
0.003,0.4,0.028,0.012,43.0,14.0,-8.7,0.0,4.5,56,2,17,20,24.0
0.002,0.4,0.028,0.012,36.0,13.0,-9.1,0.0,5.0,53,2,17,21,22.0
0.003,0.4,0.029,0.011,33.0,12.0,-9.1,0.0,4.0,51,2,17,22,24.0
0.003,0.4,0.028,0.012,32.0,13.0,-9.1,0.0,3.9,47,2,17,23,36.0
0.003,0.4,0.029,0.01,29.0,13.0,-9.2,0.0,3.5,47,2,18,0,42.0
0.003,0.4,0.031,0.008,29.0,13.0,-9.5,0.0,3.6,48,2,18,1,37.0
0.004,0.4,0.026,0.013,32.0,14.0,-9.6,0.0,4.0,49,2,18,2,40.0
0.003,0.4,0.023,0.016,29.0,15.0,-10.0,0.0,3.4,49,2,18,3,39.0
0.004,0.4,0.03,0.009,28.0,15.0,-10.3,0.0,2.4,49,2,18,4,40.0
0.003,0.4,0.028,0.011,29.0,15.0,-10.4,0.0,3.0,49,2,18,5,41.0
0.003,0.4,0.024,0.015,29.0,14.0,-10.5,0.0,2.5,48,2,18,6,45.0
0.003,0.4,0.02,0.018,31.0,13.0,-10.5,0.0,2.7,50,2,18,7,49.0
0.003,0.5,0.022,0.018,36.0,10.0,-10.0,0.0,4.0,51,2,18,8,55.0
0.003,0.4,0.027,0.012,51.0,11.0,-8.7,0.0,3.8,49,2,18,9,52.0
0.003,0.4,0.029,0.012,57.0,14.0,-7.6,0.0,4.8,46,2,18,10,54.0
0.003,0.4,0.031,0.012,57.0,15.0,-5.7,0.0,3.6,42,2,18,11,55.0
0.003,0.5,0.033,0.011,52.0,15.0,-4.4,0.0,3.6,38,2,18,12,63.0
0.003,0.4,0.035,0.011,49.0,12.0,-3.1,0.0,3.0,36,2,18,13,59.0
0.003,0.5,0.035,0.011,52.0,15.0,-2.6,0.0,4.3,36,2,18,14,56.0
0.004,0.4,0.035,0.013,53.0,16.0,-1.7,0.0,2.9,35,2,18,15,43.0
0.003,0.5,0.034,0.015,56.0,18.0,-0.9,0.0,2.8,34,2,18,16,43.0
0.003,0.5,0.03,0.019,56.0,20.0,-0.7,0.0,3.2,36,2,18,17,34.0
0.003,0.5,0.027,0.021,51.0,19.0,-1.9,0.0,3.9,38,2,18,18,31.0
0.004,0.5,0.023,0.024,47.0,17.0,-2.6,0.0,2.6,42,2,18,19,32.0
0.003,0.5,0.024,0.022,43.0,18.0,-3.0,0.0,2.5,43,2,18,20,43.0
0.004,0.5,0.025,0.02,47.0,19.0,-3.6,0.0,1.5,46,2,18,21,36.0
0.003,0.5,0.025,0.018,49.0,21.0,-4.1,0.0,1.9,49,2,18,22,33.0
0.004,0.5,0.025,0.017,46.0,21.0,-4.7,0.0,1.3,53,2,18,23,32.0
0.003,0.5,0.025,0.017,49.0,25.0,-5.3,0.0,2.0,56,2,19,0,29.0
0.003,0.6,0.022,0.02,45.0,21.0,-5.9,0.0,2.0,58,2,19,1,29.0
0.003,0.6,0.018,0.024,42.0,19.0,-6.1,0.0,1.4,60,2,19,2,32.0
0.003,0.6,0.015,0.026,41.0,21.0,-6.4,0.0,1.1,63,2,19,3,29.0
0.004,0.6,0.011,0.03,40.0,21.0,-6.6,0.0,1.2,65,2,19,4,28.0
0.003,0.7,0.004,0.042,44.0,21.0,-6.7,0.0,1.6,66,2,19,5,29.0
0.003,0.9,0.003,0.047,43.0,24.0,-7.0,0.0,1.2,68,2,19,6,29.0
0.004,1.0,0.003,0.051,46.0,24.0,-6.9,0.0,2.8,67,2,19,7,31.0
0.004,1.0,0.005,0.049,46.0,24.0,-6.4,0.0,2.7,69,2,19,8,36.0
0.003,0.9,0.008,0.046,51.0,24.0,-4.1,0.0,2.7,64,2,19,9,51.0
0.004,0.7,0.013,0.038,46.0,23.0,-1.4,0.0,3.0,57,2,19,10,57.0
0.005,0.7,0.017,0.038,43.0,23.0,1.0,0.0,2.5,53,2,19,11,57.0
0.005,0.8,0.019,0.038,43.0,23.0,3.4,0.0,2.4,51,2,19,12,52.0
0.004,0.6,0.032,0.027,45.0,25.0,5.9,0.0,3.5,56,2,19,13,49.0
0.005,0.5,0.039,0.023,48.0,30.0,6.9,0.0,4.1,57,2,19,14,52.0
0.005,0.5,0.048,0.019,50.0,28.0,8.4,0.0,5.1,58,2,19,15,53.0
0.004,0.5,0.047,0.022,50.0,29.0,8.8,0.0,5.1,58,2,19,16,56.0
0.004,0.5,0.046,0.022,46.0,28.0,8.6,0.0,3.7,59,2,19,17,56.0
0.004,0.5,0.043,0.025,43.0,27.0,7.2,0.0,4.4,67,2,19,18,51.0
0.002,0.5,0.044,0.022,47.0,26.0,6.4,0.0,4.5,73,2,19,19,47.0
0.004,0.6,0.042,0.023,48.0,27.0,6.0,0.0,3.1,75,2,19,20,43.0
0.005,0.5,0.047,0.018,48.0,26.0,5.9,0.0,3.6,79,2,19,21,47.0
0.005,0.5,0.047,0.018,49.0,27.0,6.0,0.0,2.6,78,2,19,22,49.0
0.004,0.5,0.049,0.016,49.0,24.0,5.7,0.0,3.2,81,2,19,23,46.0
0.003,0.5,0.049,0.015,53.0,24.0,5.5,0.0,3.2,85,2,20,0,49.0
0.003,0.6,0.047,0.015,55.0,25.0,5.6,0.0,3.2,85,2,20,1,45.0
0.003,0.7,0.038,0.022,57.0,28.0,5.6,0.0,2.6,87,2,20,2,42.0
0.003,0.6,0.037,0.022,59.0,27.0,5.6,0.0,1.0,88,2,20,3,41.0
0.004,0.6,0.037,0.02,63.0,32.0,5.8,0.0,1.1,88,2,20,4,40.0
0.002,0.6,0.03,0.028,66.0,31.0,6.0,0.0,2.3,89,2,20,5,44.0
0.004,0.6,0.022,0.036,75.0,37.0,6.1,0.0,1.5,89,2,20,6,43.0
0.004,0.7,0.01,0.05,85.0,40.0,6.1,0.0,1.6,90,2,20,7,46.0
0.003,0.7,0.017,0.044,95.0,48.0,6.0,0.0,2.3,91,2,20,8,46.0
0.003,0.8,0.025,0.037,109.0,57.0,6.3,0.0,1.8,90,2,20,9,51.0
0.004,0.8,0.028,0.037,125.0,70.0,7.1,0.0,2.2,85,2,20,10,46.0
0.003,0.8,0.03,0.038,117.0,71.0,8.9,0.0,1.7,75,2,20,11,43.0
0.005,0.7,0.038,0.029,105.0,61.0,10.7,0.0,2.7,59,2,20,12,43.0
0.005,0.5,0.046,0.019,71.0,39.0,11.4,0.0,2.8,39,2,20,13,45.0
0.004,0.5,0.048,0.021,62.0,34.0,13.2,0.0,2.8,32,2,20,14,48.0
0.004,0.5,0.047,0.023,58.0,34.0,14.6,0.0,2.9,34,2,20,15,50.0
0.004,0.5,0.041,0.029,60.0,34.0,14.8,0.0,3.1,31,2,20,16,50.0
0.003,0.5,0.035,0.031,57.0,31.0,13.7,0.0,2.8,31,2,20,17,46.0
0.004,0.6,0.027,0.037,41.0,24.0,11.8,0.0,2.5,26,2,20,18,43.0
0.005,0.8,0.012,0.052,40.0,21.0,10.0,0.0,1.7,28,2,20,19,47.0
0.005,1.2,0.003,0.065,51.0,27.0,9.1,0.0,1.5,32,2,20,20,48.0
0.005,1.3,0.003,0.068,58.0,33.0,8.1,0.0,0.9,38,2,20,21,48.0
0.003,1.2,0.003,0.063,53.0,34.0,7.1,0.0,0.7,40,2,20,22,49.0
0.005,1.3,0.003,0.066,56.0,34.0,7.1,0.0,2.2,49,2,20,23,49.0
0.005,1.4,0.003,0.068,69.0,39.0,7.1,0.0,2.4,59,2,21,0,53.0
0.004,1.7,0.003,0.066,73.0,42.0,7.4,0.0,1.9,70,2,21,1,55.0
0.005,1.7,0.003,0.066,72.0,45.0,6.9,0.0,1.0,74,2,21,2,57.0
0.004,1.4,0.003,0.065,85.0,55.0,5.9,0.0,1.9,75,2,21,3,59.0
0.004,1.2,0.003,0.06,92.0,57.0,5.1,0.0,2.3,79,2,21,4,63.0
0.005,1.4,0.003,0.058,88.0,58.0,5.0,0.0,2.0,85,2,21,5,66.0
0.004,1.5,0.003,0.062,88.0,57.0,5.1,0.0,1.5,85,2,21,6,75.0
0.004,1.5,0.003,0.064,89.0,57.0,5.0,0.0,1.9,84,2,21,7,85.0
0.004,1.5,0.004,0.064,96.0,61.0,4.7,0.0,1.4,85,2,21,8,95.0
0.005,1.2,0.009,0.06,99.0,63.0,6.4,0.0,1.5,83,2,21,9,109.0
0.005,1.0,0.019,0.048,90.0,59.0,9.7,0.0,2.4,71,2,21,10,125.0
0.005,0.8,0.034,0.032,84.0,50.0,12.1,0.0,1.3,63,2,21,11,117.0
0.005,0.6,0.051,0.015,73.0,37.0,15.3,0.0,3.3,56,2,21,12,105.0
0.006,0.5,0.058,0.012,68.0,34.0,16.7,0.0,3.5,52,2,21,13,71.0
0.005,0.5,0.061,0.013,69.0,37.0,17.2,0.0,5.1,50,2,21,14,62.0
0.006,0.5,0.062,0.014,65.0,34.0,17.0,0.0,4.8,49,2,21,15,58.0
0.006,0.5,0.063,0.015,60.0,34.0,17.2,0.0,4.4,48,2,21,16,60.0
0.005,0.5,0.061,0.016,58.0,33.0,16.2,0.0,4.6,48,2,21,17,57.0
0.004,0.5,0.06,0.016,56.0,29.0,15.1,0.0,5.5,51,2,21,18,41.0
0.004,0.6,0.055,0.018,55.0,30.0,13.9,0.0,3.5,53,2,21,19,40.0
0.003,0.6,0.052,0.018,56.0,30.0,12.9,0.0,4.1,59,2,21,20,51.0
0.005,0.5,0.047,0.02,55.0,28.0,11.8,0.0,3.1,64,2,21,21,58.0
0.005,0.5,0.045,0.02,55.0,29.0,11.0,0.0,2.7,67,2,21,22,53.0
0.004,0.6,0.037,0.026,55.0,27.0,10.4,0.0,2.7,69,2,21,23,56.0
0.004,0.6,0.029,0.035,55.0,29.0,10.1,0.0,1.6,70,2,22,0,69.0
0.004,0.6,0.03,0.033,54.0,27.0,9.6,0.0,2.0,72,2,22,1,73.0
0.004,0.8,0.014,0.045,50.0,28.0,9.0,0.0,1.2,72,2,22,2,72.0
0.004,0.7,0.013,0.043,50.0,27.0,8.7,0.0,0.6,74,2,22,3,85.0
0.004,0.8,0.005,0.05,49.0,28.0,8.4,0.0,1.5,75,2,22,4,92.0
0.004,1.1,0.003,0.054,52.0,28.0,8.2,0.0,0.9,76,2,22,5,88.0
0.005,1.0,0.002,0.057,47.0,27.0,7.7,0.0,0.7,78,2,22,6,88.0
0.005,1.2,0.003,0.064,45.0,25.0,7.5,0.0,0.6,82,2,22,7,89.0
0.005,1.5,0.003,0.072,56.0,31.0,7.5,0.0,1.5,84,2,22,8,96.0
0.004,0.6,0.019,0.042,54.0,27.0,8.9,0.0,2.1,83,2,22,9,99.0
0.004,0.6,0.03,0.029,58.0,26.0,9.5,0.0,3.0,79,2,22,10,90.0
0.004,0.6,0.032,0.031,59.0,30.0,10.2,0.0,1.8,78,2,22,11,84.0
0.004,0.6,0.042,0.026,78.0,42.0,11.9,0.0,3.4,70,2,22,12,73.0
0.004,0.6,0.054,0.013,88.0,45.0,12.0,0.0,5.0,67,2,22,13,68.0
0.004,0.6,0.053,0.013,88.0,48.0,12.0,0.0,4.5,60,2,22,14,69.0
0.004,0.6,0.051,0.012,87.0,49.0,12.3,0.0,5.1,52,2,22,15,65.0
0.003,0.5,0.047,0.012,69.0,33.0,12.0,0.0,5.7,36,2,22,16,60.0
0.003,0.4,0.04,0.014,46.0,19.0,11.7,0.0,5.8,25,2,22,17,58.0
0.005,0.4,0.038,0.014,45.0,16.0,9.4,0.0,4.0,34,2,22,18,56.0
0.003,0.4,0.037,0.014,45.0,15.0,6.6,0.0,4.3,37,2,22,19,55.0
0.003,0.4,0.037,0.012,46.0,14.0,4.5,0.0,4.8,38,2,22,20,56.0
0.003,0.4,0.037,0.011,47.0,12.0,2.7,0.0,3.9,37,2,22,21,55.0
0.003,0.4,0.038,0.011,40.0,12.0,1.8,0.0,2.9,38,2,22,22,55.0
0.004,0.4,0.037,0.01,34.0,10.0,1.1,0.0,3.8,39,2,22,23,55.0
0.003,0.4,0.039,0.008,34.0,13.0,0.4,0.0,3.9,38,2,23,0,55.0
0.003,0.4,0.04,0.008,34.0,13.0,-0.2,0.0,3.0,39,2,23,1,54.0
0.004,0.4,0.039,0.008,37.0,15.0,-0.7,0.0,2.2,38,2,23,2,50.0
0.003,0.4,0.038,0.008,44.0,13.0,-1.4,0.0,2.0,40,2,23,3,50.0
0.003,0.4,0.035,0.009,51.0,11.0,-1.9,0.0,1.5,42,2,23,4,49.0
0.002,0.4,0.034,0.009,55.0,12.0,-2.1,0.0,2.6,42,2,23,5,52.0
0.004,0.4,0.031,0.012,60.0,13.0,-2.8,0.0,2.1,43,2,23,6,47.0
0.004,0.4,0.024,0.019,60.0,14.0,-2.8,0.0,2.3,41,2,23,7,45.0
0.004,0.5,0.026,0.018,61.0,13.0,-3.1,0.0,2.1,42,2,23,8,56.0
0.003,0.5,0.026,0.018,67.0,14.0,-2.0,0.0,3.0,38,2,23,9,54.0
0.005,0.5,0.029,0.017,72.0,20.0,-1.0,0.0,2.9,34,2,23,10,58.0
0.003,0.4,0.033,0.015,69.0,18.0,0.4,0.0,3.5,30,2,23,11,59.0
0.003,0.4,0.035,0.015,65.0,17.0,1.1,0.0,3.6,27,2,23,12,78.0
0.003,0.4,0.037,0.013,61.0,15.0,2.5,0.0,4.0,25,2,23,13,88.0
0.004,0.4,0.039,0.012,56.0,15.0,3.1,0.0,4.5,25,2,23,14,88.0
0.005,0.4,0.04,0.012,50.0,13.0,3.9,0.0,3.7,24,2,23,15,87.0
0.004,0.4,0.04,0.012,48.0,14.0,3.9,0.0,3.8,23,2,23,16,69.0
0.003,0.4,0.037,0.015,46.0,16.0,3.7,0.0,3.4,24,2,23,17,46.0
0.004,0.4,0.032,0.019,46.0,19.0,2.6,0.0,3.4,25,2,23,18,45.0
0.004,0.5,0.031,0.019,48.0,18.0,1.6,0.0,3.0,28,2,23,19,45.0
0.004,0.5,0.031,0.018,56.0,21.0,0.7,0.0,1.7,31,2,23,20,46.0
0.003,0.5,0.032,0.019,59.0,23.0,0.0,0.0,2.3,36,2,23,21,47.0
0.003,0.5,0.027,0.02,59.0,22.0,-0.5,0.0,3.0,39,2,23,22,40.0
0.004,0.6,0.026,0.021,56.0,23.0,-0.8,0.0,2.6,39,2,23,23,34.0
0.004,0.6,0.026,0.021,51.0,21.0,-1.4,0.0,2.0,39,2,24,0,34.0
0.005,0.6,0.03,0.016,53.0,20.0,-1.5,0.0,2.8,38,2,24,1,34.0
0.005,0.5,0.031,0.014,54.0,24.0,-1.7,0.0,1.8,39,2,24,2,37.0
0.004,0.5,0.032,0.012,53.0,21.0,-1.9,0.0,1.7,38,2,24,3,44.0
0.004,0.5,0.027,0.017,51.0,19.0,-2.2,0.0,2.0,40,2,24,4,51.0
0.003,0.6,0.022,0.022,51.0,21.0,-2.4,0.0,1.9,39,2,24,5,55.0
0.004,0.6,0.015,0.029,54.0,23.0,-2.4,0.0,2.7,41,2,24,6,60.0
0.004,0.7,0.006,0.042,54.0,23.0,-2.8,0.0,2.3,42,2,24,7,60.0
0.004,0.8,0.009,0.041,54.0,22.0,-2.8,0.0,2.2,44,2,24,8,61.0
0.005,0.7,0.014,0.034,51.0,19.0,-1.0,0.0,2.2,42,2,24,9,67.0
0.005,0.7,0.014,0.034,51.0,19.0,1.6,0.0,2.4,34,2,24,10,72.0
0.005,0.7,0.014,0.034,51.0,19.0,3.4,0.0,1.9,29,2,24,11,69.0
0.005,0.7,0.014,0.034,51.0,19.0,5.6,0.0,0.8,26,2,24,12,65.0
0.004,0.6,0.022,0.031,49.0,23.0,6.9,0.0,1.9,24,2,24,13,61.0
0.004,0.7,0.021,0.037,49.0,23.0,8.5,0.0,2.0,21,2,24,14,56.0
0.005,0.7,0.017,0.041,54.0,22.0,9.2,0.0,1.3,23,2,24,15,50.0
0.003,0.7,0.014,0.045,60.0,26.0,9.5,0.0,1.3,23,2,24,16,48.0
0.003,0.7,0.009,0.049,51.0,25.0,9.4,0.0,1.6,23,2,24,17,46.0
0.003,0.6,0.011,0.048,57.0,28.0,7.5,0.0,1.6,24,2,24,18,46.0
0.003,0.5,0.018,0.039,47.0,21.0,5.9,0.0,1.9,25,2,24,19,48.0
0.003,0.5,0.027,0.028,42.0,18.0,4.8,0.0,2.3,28,2,24,20,56.0
0.004,0.7,0.012,0.044,37.0,19.0,4.1,0.0,1.9,30,2,24,21,59.0
0.003,1.0,0.003,0.059,44.0,24.0,3.1,0.0,1.1,32,2,24,22,59.0
0.004,0.8,0.003,0.059,45.0,24.0,2.6,0.0,1.0,35,2,24,23,56.0
0.003,0.8,0.003,0.052,43.0,24.0,2.2,0.0,1.3,40,2,25,0,51.0
0.004,0.8,0.003,0.051,43.0,25.0,1.3,0.0,1.6,42,2,25,1,53.0
0.003,0.9,0.002,0.053,41.0,24.0,1.3,0.0,0.7,43,2,25,2,54.0
0.004,1.0,0.003,0.057,43.0,24.0,1.0,0.0,0.2,44,2,25,3,53.0
0.003,0.9,0.003,0.052,46.0,26.0,0.8,0.0,2.2,44,2,25,4,51.0
0.004,0.8,0.002,0.05,41.0,25.0,0.9,0.0,1.3,44,2,25,5,51.0
